resource.h, Line: 3, Word: 1
Curve divide till recursive depth, Line: 1306, Word: 1
Surface divide count max segment, Line: 1308, Word: 1
Preference Dialog, Line: 1314, Word: 1
MS Shell Dlg, Line: 1315, Word: 1
Cancel, Line: 1317, Word: 1
Lighting, Line: 1318, Word: 1
Iges Read, Line: 1319, Word: 1
Color, Line: 1320, Word: 1
Preferences, Line: 1321, Word: 1
Surface Point Navigator Dialog, Line: 1326, Word: 1
MS Shell Dlg, Line: 1327, Word: 1
OK, Line: 1329, Word: 1
+ u, Line: 1330, Word: 1
u -, Line: 1331, Word: 1
+ v, Line: 1332, Word: 1
v -, Line: 1333, Word: 1
Record, Line: 1334, Word: 1
Transform Model, Line: 1339, Word: 1
MS Shell Dlg, Line: 1340, Word: 1
Move, Line: 1342, Word: 1
Rotate, Line: 1343, Word: 1
Scale, Line: 1344, Word: 1
Mirror, Line: 1345, Word: 1
Reorient, Line: 1346, Word: 1
Dynamic, Line: 1347, Word: 1
Copy, Line: 1348, Word: 1
Button, Line: 1348, Word: 2
Repeat No, Line: 1350, Word: 1
Move on work, Line: 1351, Word: 1
Curve sweep clone, Line: 1352, Word: 1
Rotate for smallest box, Line: 1353, Word: 1
View List Dialog, Line: 1358, Word: 1
MS Shell Dlg, Line: 1359, Word: 1
OK, Line: 1361, Word: 1
Cancel, Line: 1362, Word: 1
Change View Direction, Line: 1364, Word: 1
Add, Line: 1365, Word: 1
Remove, Line: 1366, Word: 1
Get, Line: 1367, Word: 1
Dimension Dialog, Line: 1372, Word: 1
MS Shell Dlg, Line: 1373, Word: 1
Distance2Points, Line: 1375, Word: 1
3D, Line: 1376, Word: 1
Button, Line: 1376, Word: 2
ProjectedXY, Line: 1377, Word: 1
Button, Line: 1377, Word: 2
ProjectedXZ, Line: 1378, Word: 1
Button, Line: 1378, Word: 2
ProjectedYZ, Line: 1379, Word: 1
Button, Line: 1379, Word: 2
AlongX, Line: 1380, Word: 1
Button, Line: 1380, Word: 2
AlongY, Line: 1381, Word: 1
Button, Line: 1381, Word: 2
AlongZ, Line: 1382, Word: 1
Button, Line: 1382, Word: 2
Angular, Line: 1383, Word: 1
Button, Line: 1383, Word: 2
Text Height, Line: 1385, Word: 1
Visual Attributes, Line: 1386, Word: 1
Radius, Line: 1387, Word: 1
Button, Line: 1387, Word: 2
Diameter, Line: 1388, Word: 1
Button, Line: 1388, Word: 2
Other, Line: 1389, Word: 1
Done, Line: 1390, Word: 1
Continuous, Line: 1391, Word: 1
Button, Line: 1391, Word: 2
Absolute CS, Line: 1392, Word: 1
Button, Line: 1392, Word: 2
Work CS, Line: 1393, Word: 1
Button, Line: 1393, Word: 2
Learn Dimensions, Line: 1398, Word: 1
Microsoft Sans Serif, Line: 1399, Word: 1
OK, Line: 1401, Word: 1
Cancel, Line: 1402, Word: 1
Single Point, Line: 1403, Word: 1
Angle, Line: 1404, Word: 1
2 Points, Line: 1405, Word: 1
Arc , Circle, Line: 1406, Word: 1
Info, Line: 1407, Word: 1
Projected Volume, Line: 1409, Word: 1
Area, Line: 1410, Word: 1
Dialog, Line: 1415, Word: 1
MS Shell Dlg, Line: 1416, Word: 1
Check1, Line: 1418, Word: 1
Button, Line: 1418, Word: 2
Thread, Line: 1423, Word: 1
MS Shell Dlg, Line: 1424, Word: 1
Pause, Line: 1426, Word: 1
Insert Link Dialog, Line: 1431, Word: 1
MS Shell Dlg, Line: 1432, Word: 1
OK, Line: 1434, Word: 1
Cancel, Line: 1435, Word: 1
Link path and name (put  /  between folders), Line: 1437, Word: 1
Label Text Dialog, Line: 1442, Word: 1
MS Shell Dlg, Line: 1443, Word: 1
OK, Line: 1445, Word: 1
Cancel, Line: 1446, Word: 1
Label Text, Line: 1448, Word: 1
Save Selection Dialog, Line: 1453, Word: 1
MS Shell Dlg, Line: 1454, Word: 1
Save, Line: 1456, Word: 1
Cancel, Line: 1457, Word: 1
, Line: 1458, Word: 1
SysTreeView32, Line: 1458, Word: 2
..., Line: 1460, Word: 1
Microsoft Sans Serif, Line: 1465, Word: 1
, Line: 1467, Word: 1
SysListView32, Line: 1467, Word: 2
Button1, Line: 1469, Word: 1
Tahoma, Line: 1474, Word: 1
, Line: 1476, Word: 1
SysListView32, Line: 1476, Word: 2
Tahoma, Line: 1481, Word: 1
OK, Line: 1483, Word: 1
Cancel, Line: 1484, Word: 1
gï¿½siï¿½ï¿½, Line: 1486, Word: 1
Tahoma, Line: 1491, Word: 1
+X, Line: 1496, Word: 1
+Y, Line: 1497, Word: 1
+Z, Line: 1498, Word: 1
Reverse, Line: 1499, Word: 1
Norm, Line: 1500, Word: 1
2 points, Line: 1501, Word: 1
View dir, Line: 1502, Word: 1
Surf. Normal, Line: 1503, Word: 1
Button, Line: 1503, Word: 2
Tang. to edge, Line: 1504, Word: 1
Button, Line: 1504, Word: 2
OK, Line: 1505, Word: 1
Cancel, Line: 1506, Word: 1
I, Line: 1507, Word: 1
J, Line: 1508, Word: 1
K, Line: 1509, Word: 1
^X, Line: 1510, Word: 1
^Z, Line: 1511, Word: 1
^Y, Line: 1512, Word: 1
Tahoma, Line: 1517, Word: 1
Origin, Line: 1522, Word: 1
<, Line: 1523, Word: 1
>, Line: 1524, Word: 1
Free point click, Line: 1525, Word: 1
Button, Line: 1525, Word: 2
Select any vertices, Line: 1526, Word: 1
Button, Line: 1526, Word: 2
OK, Line: 1527, Word: 1
Cancel, Line: 1528, Word: 1
X, Line: 1529, Word: 1
Y, Line: 1530, Word: 1
Z, Line: 1531, Word: 1
Tahoma, Line: 1536, Word: 1
OK, Line: 1539, Word: 1
Cancel, Line: 1540, Word: 1
MODEL TYPES THAT CAN BE SELECTED, Line: 1541, Word: 1
Color to select : All, Line: 1542, Word: 1
Pick, Line: 1543, Word: 1
All color, Line: 1544, Word: 1
Deselect, Line: 1545, Word: 1
Button, Line: 1545, Word: 2
Chain curves, Line: 1546, Word: 1
Button, Line: 1546, Word: 2
Escape, Line: 1547, Word: 1
MS Shell Dlg, Line: 1552, Word: 1
Working Plane, Line: 1555, Word: 1
Normal Coord, Line: 1557, Word: 1
Set, Line: 1558, Word: 1
Tahoma, Line: 1563, Word: 1
X, Line: 1567, Word: 1
Y, Line: 1569, Word: 1
Z, Line: 1571, Word: 1
Pick Work Origin, Line: 1573, Word: 1
Grid, Line: 1575, Word: 1
Button, Line: 1575, Word: 2
..., Line: 1576, Word: 1
Tolerance, Line: 1577, Word: 1
MS Shell Dlg, Line: 1582, Word: 1
Button1, Line: 1584, Word: 1
Check1, Line: 1585, Word: 1
Button, Line: 1585, Word: 2
File Dialog, Line: 1590, Word: 1
MS Shell Dlg, Line: 1591, Word: 1
Open/Save, Line: 1593, Word: 1
Cancel, Line: 1594, Word: 1
File Name:, Line: 1596, Word: 1
, Line: 1597, Word: 1
SysListView32, Line: 1597, Word: 2
Big stl clipping, Line: 1603, Word: 1
MS Shell Dlg, Line: 1604, Word: 1
OK, Line: 1606, Word: 1
Cancel, Line: 1607, Word: 1
Min, Line: 1608, Word: 1
Max, Line: 1610, Word: 1
X Plane, Line: 1612, Word: 1
Button, Line: 1612, Word: 2
Y Plane, Line: 1613, Word: 1
Button, Line: 1613, Word: 2
Z Plane, Line: 1614, Word: 1
Button, Line: 1614, Word: 2
Clip triangles by plane, Line: 1618, Word: 1
Button, Line: 1618, Word: 2
Clip negative, Line: 1619, Word: 1
Button, Line: 1619, Word: 2
MS Shell Dlg, Line: 1624, Word: 1
, Line: 1626, Word: 1
SysTabControl32, Line: 1626, Word: 2
MS Shell Dlg, Line: 1632, Word: 1
, Line: 1634, Word: 1
SysTreeView32, Line: 1634, Word: 2
>, Line: 1636, Word: 1
<, Line: 1637, Word: 1
, Line: 1638, Word: 1
MS Shell Dlg, Line: 1643, Word: 1
Grid dialog, Line: 1649, Word: 1
MS Shell Dlg, Line: 1650, Word: 1
OK, Line: 1658, Word: 1
Cancel, Line: 1659, Word: 1
Lower left, Line: 1660, Word: 1
Lower right, Line: 1661, Word: 1
Upper right, Line: 1662, Word: 1
Upper left, Line: 1663, Word: 1
Unit length, Line: 1664, Word: 1
X count, Line: 1665, Word: 1
Y count, Line: 1666, Word: 1
X shift, Line: 1667, Word: 1
Y shift, Line: 1668, Word: 1
Z shift, Line: 1669, Word: 1
Glyph Sets, Line: 1674, Word: 1
MS Shell Dlg, Line: 1675, Word: 1
Close, Line: 1677, Word: 1
Char, Line: 1680, Word: 1
Select Curves And Add Glyph, Line: 1681, Word: 1
Delete Glyph, Line: 1682, Word: 1
Add Glyph Set >, Line: 1683, Word: 1
Glyph Set Name, Line: 1685, Word: 1
Glyphs, Line: 1687, Word: 1
Glyph Sets, Line: 1688, Word: 1
Save, Line: 1689, Word: 1
Load, Line: 1690, Word: 1
Base y shift, Line: 1691, Word: 1
< Edit Glyph Set, Line: 1693, Word: 1
Glyph set height, Line: 1694, Word: 1
Mouse Options, Line: 1700, Word: 1
MS Shell Dlg, Line: 1701, Word: 1
OK, Line: 1703, Word: 1
Cancel, Line: 1704, Word: 1
Mouse mid button, Line: 1705, Word: 1
Dynamic rotation, Line: 1706, Word: 1
Button, Line: 1706, Word: 2
Pan, Line: 1707, Word: 1
Button, Line: 1707, Word: 2
Switch wheel zoom in-out direction, Line: 1708, Word: 1
Button, Line: 1708, Word: 2
-, Line: 1713, Word: 1
MS Shell Dlg, Line: 1714, Word: 1
Enter Text, Line: 1717, Word: 1
Font Size, Line: 1718, Word: 1
Tessellate, Line: 1722, Word: 1
Insert Text, Line: 1723, Word: 1
Italic, Line: 1724, Word: 1
Button, Line: 1724, Word: 2
Underline, Line: 1725, Word: 1
Button, Line: 1725, Word: 2
Strike out, Line: 1726, Word: 1
Button, Line: 1726, Word: 2
DXF Import Options, Line: 1732, Word: 1
MS Shell Dlg, Line: 1733, Word: 1
Override z coordinates which are bigger than limit, Line: 1735, Word: 1
Button, Line: 1736, Word: 1
Lines, Line: 1739, Word: 1
Button, Line: 1739, Word: 2
Circles, Line: 1740, Word: 1
Button, Line: 1740, Word: 2
Polylines, Line: 1741, Word: 1
Button, Line: 1741, Word: 2
LWPolylines, Line: 1742, Word: 1
Button, Line: 1742, Word: 2
Text, Line: 1743, Word: 1
Button, Line: 1743, Word: 2
MText, Line: 1744, Word: 1
Button, Line: 1744, Word: 2
Arcs, Line: 1745, Word: 1
Button, Line: 1745, Word: 2
Ellipse, Line: 1746, Word: 1
Button, Line: 1746, Word: 2
Splines, Line: 1747, Word: 1
Button, Line: 1747, Word: 2
Limit reading, Line: 1748, Word: 1
Button, Line: 1748, Word: 2
Explode polylines, Line: 1751, Word: 1
Button, Line: 1751, Word: 2
OK, Line: 1752, Word: 1
Cancel, Line: 1753, Word: 1
Import, Line: 1754, Word: 1
Z Limit, Line: 1755, Word: 1
Z coordinate after replacement, Line: 1756, Word: 1
Start entity no, Line: 1757, Word: 1
End entity no, Line: 1758, Word: 1
Container sheet, Line: 1759, Word: 1
Button, Line: 1759, Word: 2
Work space diameter, Line: 1761, Word: 1
Hide entities which are out of work space, Line: 1762, Word: 1
Button, Line: 1763, Word: 1
Work space center, Line: 1767, Word: 1
Inserts, Line: 1768, Word: 1
Button, Line: 1768, Word: 2
Transform to work plane after importing, Line: 1769, Word: 1
Button, Line: 1770, Word: 1
Override entity colors by default wireframe color, Line: 1771, Word: 1
Button, Line: 1772, Word: 1
Hatch, Line: 1773, Word: 1
Button, Line: 1773, Word: 2
Add hatches as surface, Line: 1774, Word: 1
Button, Line: 1774, Word: 2
Translate text, Line: 1775, Word: 1
Button, Line: 1775, Word: 2
Make Arc, Line: 1780, Word: 1
MS Shell Dlg, Line: 1781, Word: 1
Center , radius, Line: 1783, Word: 1
Center , radius , axis, Line: 1784, Word: 1
3 points, Line: 1785, Word: 1
Circle from 3 points, Line: 1786, Word: 1
Center , point on circle, Line: 1787, Word: 1
Center , axis , point on circle, Line: 1788, Word: 1
Box, Line: 1793, Word: 1
MS Shell Dlg, Line: 1794, Word: 1
Close, Line: 1796, Word: 1
, Line: 1797, Word: 1
SysTabControl32, Line: 1797, Word: 2
Only wireframe, Line: 1798, Word: 1
Button, Line: 1798, Word: 2
Translucent, Line: 1799, Word: 1
Button, Line: 1799, Word: 2
Spline fit dialog, Line: 1804, Word: 1
MS Shell Dlg, Line: 1805, Word: 1
Select points for spline fit, Line: 1807, Word: 1
Close, Line: 1808, Word: 1
0. degree (polyline), Line: 1809, Word: 1
Button, Line: 1809, Word: 2
3. degree, Line: 1810, Word: 1
Button, Line: 1810, Word: 2
Degree of curve, Line: 1811, Word: 1
Make points on curve, Line: 1817, Word: 1
MS Shell Dlg, Line: 1818, Word: 1
OK, Line: 1820, Word: 1
Cancel, Line: 1821, Word: 1
By distance step, Line: 1822, Word: 1
Button, Line: 1822, Word: 2
By point count, Line: 1823, Word: 1
Button, Line: 1823, Word: 2
MS Shell Dlg, Line: 1830, Word: 1
Box type, Line: 1838, Word: 1
+X offset, Line: 1839, Word: 1
-X offset, Line: 1840, Word: 1
+Y offset, Line: 1841, Word: 1
-Y offset, Line: 1842, Word: 1
+Z offset, Line: 1843, Word: 1
-Z offset, Line: 1844, Word: 1
Fit enclosing boxes, Line: 1845, Word: 1
Fit recursion depth, Line: 1847, Word: 1
Trim curves dialog, Line: 1853, Word: 1
MS Shell Dlg, Line: 1854, Word: 1
OK, Line: 1856, Word: 1
Cancel, Line: 1857, Word: 1
, Line: 1858, Word: 1
SysTreeView32, Line: 1858, Word: 2
Uncheck segments to remove., Line: 1859, Word: 1
Make points on surface, Line: 1864, Word: 1
MS Shell Dlg, Line: 1865, Word: 1
OK, Line: 1867, Word: 1
Cancel, Line: 1868, Word: 1
By distance step, Line: 1869, Word: 1
Button, Line: 1869, Word: 2
By point count, Line: 1870, Word: 1
Button, Line: 1870, Word: 2
, Line: 1871, Word: 1
along u, Line: 1874, Word: 1
along v, Line: 1875, Word: 1
, Line: 1876, Word: 1
along u, Line: 1877, Word: 1
along v, Line: 1878, Word: 1
Surface of revolution, Line: 1885, Word: 1
MS Shell Dlg, Line: 1886, Word: 1
OK, Line: 1890, Word: 1
Cancel, Line: 1891, Word: 1
Start Angle, Line: 1892, Word: 1
End Angle, Line: 1893, Word: 1
Polygons to triangles, Line: 1898, Word: 1
MS Shell Dlg, Line: 1899, Word: 1
OK, Line: 1901, Word: 1
Cancel, Line: 1902, Word: 1
Toplam loop sayisi (dis arti iï¿½), Line: 1904, Word: 1
Polygon Boolean , Line: 1909, Word: 1
MS Shell Dlg, Line: 1910, Word: 1
OK, Line: 1912, Word: 1
Cancel, Line: 1913, Word: 1
Union, Line: 1914, Word: 1
Button, Line: 1914, Word: 2
Intersection, Line: 1915, Word: 1
Button, Line: 1915, Word: 2
Difference, Line: 1916, Word: 1
Button, Line: 1916, Word: 2
Exclusive Or, Line: 1917, Word: 1
Button, Line: 1917, Word: 2
Do, Line: 1918, Word: 1
Make points, Line: 1923, Word: 1
MS Shell Dlg, Line: 1924, Word: 1
Pick from graphic view, Line: 1926, Word: 1
Button, Line: 1926, Word: 2
Make points on curve, Line: 1927, Word: 1
Button, Line: 1927, Word: 2
Make points on surface, Line: 1928, Word: 1
Button, Line: 1928, Word: 2
OK, Line: 1929, Word: 1
Cancel, Line: 1930, Word: 1
MS Shell Dlg, Line: 1935, Word: 1
X length, Line: 1940, Word: 1
Y length, Line: 1941, Word: 1
Z length, Line: 1942, Word: 1
Radius, Line: 1945, Word: 1
Angle, Line: 1946, Word: 1
Lower left, Line: 1947, Word: 1
Button, Line: 1947, Word: 2
Center, Line: 1948, Word: 1
Button, Line: 1948, Word: 2
Make circles or arcs, Line: 1953, Word: 1
MS Shell Dlg, Line: 1954, Word: 1
Center , radius, Line: 1956, Word: 1
Button, Line: 1956, Word: 2
Arc by three points, Line: 1957, Word: 1
Button, Line: 1957, Word: 2
Circle by three points, Line: 1958, Word: 1
Button, Line: 1958, Word: 2
Center , point on arc, Line: 1959, Word: 1
Button, Line: 1959, Word: 2
Two points, bulge, Line: 1960, Word: 1
Button, Line: 1960, Word: 2
Two points, radius, Line: 1961, Word: 1
Button, Line: 1961, Word: 2
String, Line: 1964, Word: 1
Button, Line: 1964, Word: 2
Close, Line: 1965, Word: 1
Radius, Line: 1966, Word: 1
Angle, Line: 1967, Word: 1
Mode, Line: 1968, Word: 1
Trimming, Line: 1973, Word: 1
MS Shell Dlg, Line: 1974, Word: 1
OK, Line: 1976, Word: 1
iptal, Line: 1977, Word: 1
Trim outside, Line: 1978, Word: 1
Button, Line: 1978, Word: 2
Trim inside, Line: 1979, Word: 1
Button, Line: 1979, Word: 2
Make lines, Line: 1984, Word: 1
MS Shell Dlg, Line: 1985, Word: 1
By 2 points, Line: 1987, Word: 1
nokta , dogrultu , uzunluk, Line: 1988, Word: 1
Between sequential points..., Line: 1989, Word: 1
Curve joining options, Line: 1994, Word: 1
Microsoft Sans Serif, Line: 1995, Word: 1
OK, Line: 1997, Word: 1
Cancel, Line: 1998, Word: 1
Seï¿½ilen egriler arasinda bosluklar var. Birlestirme islemi iï¿½in asagidaki seï¿½eneklerden birini isaretleyin., Line: 1999, Word: 1
UYARI!, Line: 2000, Word: 1
Toleransdan bï¿½yï¿½k bosluk varsa islemi iptal et., Line: 2001, Word: 1
Button, Line: 2002, Word: 1
Tolerans, Line: 2004, Word: 1
Join gaps by line., Line: 2005, Word: 1
Button, Line: 2005, Word: 2
Radyus atma , Line: 2010, Word: 1
MS Shell Dlg, Line: 2011, Word: 1
OK, Line: 2013, Word: 1
Cancel, Line: 2014, Word: 1
Yaricap, Line: 2016, Word: 1
Yonu ters cevir, Line: 2017, Word: 1
Draw on screen, Line: 2018, Word: 1
Make Lines, Line: 2023, Word: 1
MS Shell Dlg, Line: 2024, Word: 1
By picking two points, Line: 2026, Word: 1
Button, Line: 2026, Word: 2
Sequential points, Line: 2027, Word: 1
Button, Line: 2027, Word: 2
Direction,point,length, Line: 2028, Word: 1
Button, Line: 2028, Word: 2
Point,angle,length, Line: 2029, Word: 1
Button, Line: 2029, Word: 2
Point, point along angle, Line: 2030, Word: 1
Button, Line: 2030, Word: 2
Direction,point,point, Line: 2031, Word: 1
Button, Line: 2031, Word: 2
90, Line: 2033, Word: 1
180, Line: 2034, Word: 1
0, Line: 2036, Word: 1
270, Line: 2037, Word: 1
Ortho snap, Line: 2038, Word: 1
Button, Line: 2038, Word: 2
Length:, Line: 2039, Word: 1
Method, Line: 2040, Word: 1
^, Line: 2041, Word: 1
v, Line: 2042, Word: 1
*-1, Line: 2043, Word: 1
Increment step, Line: 2045, Word: 1
Direction vector i,j,k, Line: 2046, Word: 1
..., Line: 2048, Word: 1
^, Line: 2049, Word: 1
v, Line: 2050, Word: 1
Angle, Line: 2052, Word: 1
Spine Curve Calculation, Line: 2057, Word: 1
MS Shell Dlg, Line: 2058, Word: 1
OK, Line: 2060, Word: 1
Cancel, Line: 2061, Word: 1
X, Line: 2062, Word: 1
Button, Line: 2062, Word: 2
Y, Line: 2063, Word: 1
Button, Line: 2063, Word: 2
Z, Line: 2064, Word: 1
Button, Line: 2064, Word: 2
Section Plane Normal, Line: 2065, Word: 1
Section Step, Line: 2066, Word: 1
Wire Dialog, Line: 2072, Word: 1
MS Shell Dlg, Line: 2073, Word: 1
OK, Line: 2075, Word: 1
Cancel, Line: 2076, Word: 1
Contour Type:, Line: 2078, Word: 1
Operation Name, Line: 2080, Word: 1
Contour join tolerance, Line: 2081, Word: 1
Contour digitise tolerance, Line: 2084, Word: 1
Wire diameter:, Line: 2086, Word: 1
Make part, Line: 2087, Word: 1
Button, Line: 2087, Word: 2
Lead in-out radius or length, Line: 2088, Word: 1
Circular, Line: 2090, Word: 1
Button, Line: 2090, Word: 2
Line, Line: 2091, Word: 1
Button, Line: 2091, Word: 2
Tapper angle, Line: 2093, Word: 1
Part Height, Line: 2094, Word: 1
Wire arc clearence:, Line: 2097, Word: 1
Top trim plane ext., Line: 2098, Word: 1
Lead in-out, Line: 2100, Word: 1
Base trim plane ext., Line: 2102, Word: 1
WireEDM Cut Direction and Number, Line: 2107, Word: 1
MS Shell Dlg, Line: 2108, Word: 1
Next, Line: 2110, Word: 1
Back, Line: 2111, Word: 1
Number of cuts, Line: 2113, Word: 1
, Line: 2115, Word: 1
Static, Line: 2115, Word: 2
, Line: 2117, Word: 1
msctls_updown32, Line: 2117, Word: 2
Stock to leave, Line: 2119, Word: 1
Cut No:, Line: 2120, Word: 1
Feedrate, Line: 2121, Word: 1
, Line: 2122, Word: 1
SysListView32, Line: 2122, Word: 2
, Line: 2123, Word: 1
CCW, Line: 2124, Word: 1
Button, Line: 2124, Word: 2
CW, Line: 2125, Word: 1
Button, Line: 2125, Word: 2
Set Values, Line: 2126, Word: 1
Taper angle and extensions dialog, Line: 2131, Word: 1
MS Shell Dlg, Line: 2132, Word: 1
Taper Angle (A), Line: 2134, Word: 1
DA, Line: 2136, Word: 1
Static, Line: 2139, Word: 1
I, Line: 2140, Word: 1
Button, Line: 2140, Word: 2
II, Line: 2141, Word: 1
Button, Line: 2141, Word: 2
DB, Line: 2142, Word: 1
Static, Line: 2143, Word: 1
Static, Line: 2144, Word: 1
Multi Post Dialog, Line: 2149, Word: 1
MS Shell Dlg, Line: 2150, Word: 1
, Line: 2152, Word: 1
SysListView32, Line: 2152, Word: 2
Select All, Line: 2153, Word: 1
Deselect All, Line: 2154, Word: 1
Estimate time, Line: 2155, Word: 1
..., Line: 2157, Word: 1
Close, Line: 2158, Word: 1
Post Selected, Line: 2159, Word: 1
Simulate Dialog, Line: 2164, Word: 1
MS Shell Dlg, Line: 2165, Word: 1
Write NC File, Line: 2167, Word: 1
Back, Line: 2168, Word: 1
Moves, Line: 2170, Word: 1
>>, Line: 2171, Word: 1
<<, Line: 2172, Word: 1
Cut No:, Line: 2174, Word: 1
Draw all, Line: 2175, Word: 1
Hide All, Line: 2176, Word: 1
Cutting Parameters, Line: 2182, Word: 1
MS Shell Dlg, Line: 2183, Word: 1
Do Cut Off, Line: 2186, Word: 1
Button, Line: 2186, Word: 2
DB Search, Line: 2189, Word: 1
Extra param, Line: 2190, Word: 1
Back, Line: 2191, Word: 1
Next, Line: 2192, Word: 1
Cut Number :, Line: 2193, Word: 1
Wire Diameter, Line: 2195, Word: 1
WireEDM Entry Exit Dialog, Line: 2200, Word: 1
MS Shell Dlg, Line: 2201, Word: 1
Select start point, Line: 2203, Word: 1
Nearest point, Line: 2205, Word: 1
Button, Line: 2205, Word: 2
Angle, Line: 2206, Word: 1
Button, Line: 2206, Word: 2
..., Line: 2209, Word: 1
CCW, Line: 2212, Word: 1
Button, Line: 2212, Word: 2
CW, Line: 2213, Word: 1
Button, Line: 2213, Word: 2
Direct, Line: 2214, Word: 1
Button, Line: 2214, Word: 2
Circular, Line: 2215, Word: 1
Button, Line: 2215, Word: 2
, Line: 2217, Word: 1
SysListView32, Line: 2217, Word: 2
Back, Line: 2218, Word: 1
Reverse wire ofset direction, Line: 2219, Word: 1
Button, Line: 2219, Word: 2
Next, Line: 2220, Word: 1
Entry/Exit , Line: 2221, Word: 1
Circle radius, Line: 2222, Word: 1
Cut off distance :, Line: 2223, Word: 1
Cut over distance :, Line: 2224, Word: 1
Exit distance :, Line: 2225, Word: 1
Direction, Line: 2226, Word: 1
Start point dialog, Line: 2231, Word: 1
MS Shell Dlg, Line: 2232, Word: 1
Closest point, Line: 2234, Word: 1
Button, Line: 2234, Word: 2
Angle, Line: 2235, Word: 1
Button, Line: 2235, Word: 2
OK, Line: 2237, Word: 1
Cancel, Line: 2238, Word: 1
Start point on contour, Line: 2239, Word: 1
Angle, Line: 2240, Word: 1
Initial point coordinates, Line: 2245, Word: 1
MS Shell Dlg, Line: 2246, Word: 1
OK, Line: 2248, Word: 1
Cancel, Line: 2249, Word: 1
X, Line: 2253, Word: 1
Y, Line: 2254, Word: 1
Z, Line: 2255, Word: 1
Operation Parameters, Line: 2260, Word: 1
MS Shell Dlg, Line: 2261, Word: 1
Rename selected operation, Line: 2266, Word: 1
CCW, Line: 2268, Word: 1
Button, Line: 2268, Word: 2
CW, Line: 2269, Word: 1
Button, Line: 2269, Word: 2
Type 1, Line: 2270, Word: 1
Button, Line: 2270, Word: 2
Type 2, Line: 2271, Word: 1
Button, Line: 2271, Word: 2
Do cut off, Line: 2276, Word: 1
Button, Line: 2276, Word: 2
Set all operations, Line: 2277, Word: 1
Set selected operation, Line: 2278, Word: 1
Calculate, Line: 2279, Word: 1
Cancel, Line: 2280, Word: 1
Cut off distance, Line: 2281, Word: 1
Over cut distance, Line: 2282, Word: 1
Exit distance, Line: 2283, Word: 1
Direction, Line: 2284, Word: 1
Taper Angle, Line: 2285, Word: 1
Cut Number, Line: 2286, Word: 1
Operations, Line: 2287, Word: 1
, Line: 2288, Word: 1
Static, Line: 2288, Word: 2
Angle type, Line: 2289, Word: 1
DA, Line: 2293, Word: 1
DB, Line: 2294, Word: 1
Wire Diameter, Line: 2295, Word: 1
Rename operation, Line: 2300, Word: 1
MS Shell Dlg, Line: 2301, Word: 1
OK, Line: 2303, Word: 1
Cancel, Line: 2304, Word: 1
Post Processor Settings Dialog, Line: 2310, Word: 1
MS Shell Dlg, Line: 2311, Word: 1
Save Setting, Line: 2314, Word: 1
Delete Setting, Line: 2315, Word: 1
Incremental U-V output in 4 axis cutting, Line: 2323, Word: 1
Button, Line: 2324, Word: 1
..., Line: 2326, Word: 1
..., Line: 2328, Word: 1
..., Line: 2330, Word: 1
OK, Line: 2331, Word: 1
Cancel, Line: 2332, Word: 1
Settings, Line: 2333, Word: 1
Setting Name, Line: 2334, Word: 1
Editor, Line: 2335, Word: 1
First position G code, Line: 2336, Word: 1
Taper angle options, Line: 2337, Word: 1
Coordinate numbers format, Line: 2338, Word: 1
Default post path:, Line: 2339, Word: 1
Operation last move, Line: 2340, Word: 1
Lua script to run for post processing, Line: 2341, Word: 1
Technological Parameters Dialog, Line: 2346, Word: 1
MS Shell Dlg, Line: 2347, Word: 1
Copy Process Texts And Close, Line: 2349, Word: 1
Cancel, Line: 2350, Word: 1
, Line: 2351, Word: 1
SysListView32, Line: 2351, Word: 2
Wire Diameter, Line: 2352, Word: 1
Workpiece, Line: 2353, Word: 1
MC Method, Line: 2354, Word: 1
Finish, Line: 2355, Word: 1
Thickness, Line: 2356, Word: 1
Model No, Line: 2357, Word: 1
Cut Number, Line: 2358, Word: 1
Var1, Line: 2359, Word: 1
Var2, Line: 2360, Word: 1
Process 1, Line: 2361, Word: 1
Process 2, Line: 2362, Word: 1
Process 3, Line: 2363, Word: 1
Process 4, Line: 2364, Word: 1
Process 5, Line: 2365, Word: 1
Insert, Line: 2381, Word: 1
Delete Selected, Line: 2382, Word: 1
Edit Selected, Line: 2391, Word: 1
Show All-No filter, Line: 2392, Word: 1
WireEDM Geometry Dialog, Line: 2397, Word: 1
MS Shell Dlg, Line: 2398, Word: 1
Reselect, Line: 2401, Word: 1
Add b, Line: 2405, Word: 1
, Line: 2406, Word: 1
SysListView32, Line: 2406, Word: 2
Close, Line: 2410, Word: 1
Next, Line: 2411, Word: 1
Contour Type, Line: 2412, Word: 1
Curve joining tolerance, Line: 2413, Word: 1
Coincident tolerance, Line: 2414, Word: 1
Z top, Line: 2415, Word: 1
Z base, Line: 2416, Word: 1
Operation Name, Line: 2417, Word: 1
Extra offset, Line: 2418, Word: 1
Time Estimation Dialog, Line: 2424, Word: 1
MS Shell Dlg, Line: 2425, Word: 1
OK, Line: 2427, Word: 1
Cancel, Line: 2428, Word: 1
Cutting Feedrate, Line: 2429, Word: 1
Rapid Feedrate, Line: 2430, Word: 1
Update, Line: 2433, Word: 1
Rotary Silhoutte Cutting Dialog, Line: 2439, Word: 1
MS Shell Dlg, Line: 2440, Word: 1
OK, Line: 2442, Word: 1
